[2026-02-12 23:04:17] | APROBADO | 100 | 0.16 | 15000.0 | Negocio
[2026-02-21 00:43:19] | APROBADO | 100 | 0.25 | 35469.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 4 | 0.45 | 23362.5 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.30 | 8221.5 | Consumo
[2026-02-21 00:43:19] | APROBADO | 87 | 0.25 | 50000.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 26 | 0.40 | 50000.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.35 | 20590.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 0 | 0.35 | 50000.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 86 | 0.45 | 14605.5 | Negocio
[2026-02-21 00:43:19] | RECHAZADO | 42 | 0.25 | 16138.5 | Consumo
[2026-02-21 00:43:19] | REVISION_MANUAL | 78 | 0.35 | 20506.5 | Negocio
[2026-02-21 00:43:19] | APROBADO | 95 | 0.35 | 50000.0 | Negocio
[2026-02-21 00:43:19] | RECHAZADO | 61 | 0.35 | 33400.5 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.25 | 50000.0 | Emergencia
[2026-02-21 00:43:19] | RECHAZADO | 48 | 0.45 | 22795.5 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.05 | 10573.5 | Consumo
[2026-02-21 00:43:19] | REVISION_MANUAL | 77 | 0.40 | 19099.5 | Educacion
[2026-02-21 00:43:19] | APROBADO | 87 | 0.25 | 25137.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 85 | 0.45 | 50000.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 30 | 0.25 | 7665.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 6 | 0.45 | 12222.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 29 | 0.45 | 50000.0 | Negocio
[2026-02-21 00:43:19] | APROBADO | 86 | 0.25 | 20758.5 | Educacion
[2026-02-21 00:43:19] | RECHAZADO | 31 | 0.35 | 16023.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 30 | 0.35 | 41632.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 59 | 0.35 | 50000.0 | Consumo
[2026-02-21 00:43:19] | REVISION_MANUAL | 75 | 0.25 | 50000.0 | Consumo
[2026-02-21 00:43:19] | REVISION_MANUAL | 72 | 0.35 | 40236.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 87 | 0.25 | 50000.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.15 | 12736.5 | Consumo
[2026-02-21 00:43:19] | APROBADO | 97 | 0.20 | 16464.0 | Negocio
[2026-02-21 00:43:19] | REVISION_MANUAL | 74 | 0.35 | 18427.5 | Consumo
[2026-02-21 00:43:19] | APROBADO | 93 | 0.35 | 24307.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 35 | 0.35 | 14826.0 | Negocio
[2026-02-21 00:43:19] | RECHAZADO | 0 | 0.35 | 13597.5 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.20 | 50000.0 | Educacion
[2026-02-21 00:43:19] | APROBADO | 97 | 0.20 | 23614.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 44 | 0.35 | 11634.0 | Emergencia
[2026-02-21 00:43:19] | RECHAZADO | 39 | 0.35 | 6489.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 42 | 0.35 | 14794.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 41 | 0.35 | 8368.5 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.05 | 13839.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 42 | 0.35 | 50000.0 | Negocio
[2026-02-21 00:43:19] | RECHAZADO | 52 | 0.25 | 21126.0 | Educacion
[2026-02-21 00:43:19] | APROBADO | 100 | 0.20 | 27531.0 | Negocio
[2026-02-21 00:43:19] | RECHAZADO | 41 | 0.35 | 24538.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 41 | 0.35 | 50000.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 99 | 0.20 | 15424.5 | Consumo
[2026-02-21 00:43:19] | APROBADO | 92 | 0.35 | 24391.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 24 | 0.35 | 9786.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 33 | 0.35 | 20149.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 61 | 0.25 | 25672.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 40 | 0.35 | 50000.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.45 | 50000.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.35 | 50000.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 57 | 0.25 | 50000.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.10 | 14805.0 | Negocio
[2026-02-21 00:43:19] | REVISION_MANUAL | 71 | 0.30 | 15214.5 | Negocio
[2026-02-21 00:43:19] | RECHAZADO | 59 | 0.35 | 4116.0 | Educacion
[2026-02-21 00:43:19] | APROBADO | 100 | 0.35 | 50000.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 17 | 0.40 | 50000.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.10 | 17640.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 41 | 0.25 | 37569.0 | Consumo
[2026-02-21 00:43:19] | REVISION_MANUAL | 79 | 0.25 | 50000.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 0 | 0.25 | 22386.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 43 | 0.10 | 44950.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 52 | 0.10 | 24843.0 | Consumo
[2026-02-21 00:43:19] | REVISION_MANUAL | 68 | 0.35 | 19267.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 32 | 0.35 | 40614.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 81 | 0.35 | 18564.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 29 | 0.35 | 8200.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 42 | 0.25 | 20202.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 25 | 0.35 | 22270.5 | Consumo
[2026-02-21 00:43:19] | REVISION_MANUAL | 67 | 0.35 | 7360.5 | Consumo
[2026-02-21 00:43:19] | APROBADO | 99 | 0.35 | 6709.5 | Emergencia
[2026-02-21 00:43:19] | RECHAZADO | 0 | 0.35 | 19530.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 31 | 0.35 | 36739.5 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.25 | 50000.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 27 | 0.40 | 50000.0 | Educacion
[2026-02-21 00:43:19] | RECHAZADO | 48 | 0.45 | 28434.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 47 | 0.45 | 20832.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.20 | 50000.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 42 | 0.25 | 13020.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 44 | 0.05 | 50000.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.10 | 8043.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 44 | 0.35 | 28644.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 86 | 0.35 | 19750.5 | Consumo
[2026-02-21 00:43:19] | REVISION_MANUAL | 79 | 0.05 | 7444.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 61 | 0.35 | 50000.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 60 | 0.35 | 35868.0 | Consumo
[2026-02-21 00:43:19] | REVISION_MANUAL | 71 | 0.35 | 25851.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 0 | 0.35 | 24024.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.20 | 37443.0 | Negocio
[2026-02-21 00:43:19] | RECHAZADO | 59 | 0.35 | 9030.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 46 | 0.20 | 7161.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 26 | 0.35 | 50000.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 46 | 0.05 | 16611.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.30 | 14133.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.35 | 20202.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 88 | 0.35 | 50000.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 51 | 0.05 | 50000.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 52 | 0.20 | 50000.0 | Negocio
[2026-02-21 00:43:19] | RECHAZADO | 39 | 0.35 | 13461.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 52 | 0.20 | 13524.0 | Emergencia
[2026-02-21 00:43:19] | REVISION_MANUAL | 71 | 0.45 | 3559.5 | Educacion
[2026-02-21 00:43:19] | APROBADO | 100 | 0.30 | 36876.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 40 | 0.25 | 19929.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 49 | 0.20 | 30156.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 0 | 0.35 | 11077.5 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.10 | 13251.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 40 | 0.45 | 50000.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.10 | 9544.5 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.10 | 31269.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 39 | 0.35 | 11875.5 | Consumo
[2026-02-21 00:43:19] | REVISION_MANUAL | 62 | 0.05 | 16558.5 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.35 | 41706.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 53 | 0.35 | 20317.5 | Negocio
[2026-02-21 00:43:19] | RECHAZADO | 29 | 0.35 | 9975.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 97 | 0.35 | 8011.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 0 | 0.35 | 21672.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.35 | 14847.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 11 | 0.35 | 35847.0 | Educacion
[2026-02-21 00:43:19] | RECHAZADO | 64 | 0.35 | 50000.0 | Consumo
[2026-02-21 00:43:19] | REVISION_MANUAL | 78 | 0.35 | 27058.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 46 | 0.10 | 3549.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.35 | 20611.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 39 | 0.35 | 5995.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 24 | 0.35 | 50000.0 | Negocio
[2026-02-21 00:43:19] | RECHAZADO | 29 | 0.40 | 46777.5 | Negocio
[2026-02-21 00:43:19] | RECHAZADO | 57 | 0.25 | 17293.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 29 | 0.05 | 39658.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 16 | 0.45 | 9282.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 23 | 0.35 | 14280.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 92 | 0.45 | 50000.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 0 | 0.35 | 12337.5 | Consumo
[2026-02-21 00:43:19] | APROBADO | 92 | 0.20 | 7077.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 55 | 0.45 | 34062.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.05 | 48205.5 | Negocio
[2026-02-21 00:43:19] | APROBADO | 98 | 0.20 | 40362.0 | Negocio
[2026-02-21 00:43:19] | APROBADO | 100 | 0.35 | 41107.5 | Negocio
[2026-02-21 00:43:19] | APROBADO | 100 | 0.35 | 22134.0 | Consumo
[2026-02-21 00:43:19] | REVISION_MANUAL | 72 | 0.20 | 31825.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 59 | 0.35 | 15760.5 | Educacion
[2026-02-21 00:43:19] | RECHAZADO | 40 | 0.35 | 14511.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 51 | 0.30 | 9985.5 | Consumo
[2026-02-21 00:43:19] | APROBADO | 97 | 0.35 | 28980.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 46 | 0.35 | 45118.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 57 | 0.10 | 9828.0 | Educacion
[2026-02-21 00:43:19] | REVISION_MANUAL | 68 | 0.35 | 12264.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 58 | 0.35 | 50000.0 | Negocio
[2026-02-21 00:43:19] | APROBADO | 82 | 0.35 | 9471.0 | Educacion
[2026-02-21 00:43:19] | RECHAZADO | 42 | 0.35 | 15697.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 43 | 0.35 | 50000.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 44 | 0.35 | 20317.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 42 | 0.35 | 14952.0 | Consumo
[2026-02-21 00:43:19] | REVISION_MANUAL | 83 | 0.40 | 50000.0 | Negocio
[2026-02-21 00:43:19] | APROBADO | 100 | 0.05 | 14836.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 40 | 0.25 | 32277.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.25 | 40267.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 5 | 0.40 | 50000.0 | Negocio
[2026-02-21 00:43:19] | APROBADO | 88 | 0.35 | 20034.0 | Negocio
[2026-02-21 00:43:19] | RECHAZADO | 42 | 0.25 | 35091.0 | Consumo
[2026-02-21 00:43:19] | REVISION_MANUAL | 69 | 0.25 | 9786.0 | Educacion
[2026-02-21 00:43:19] | RECHAZADO | 28 | 0.45 | 32592.0 | Negocio
[2026-02-21 00:43:19] | APROBADO | 89 | 0.35 | 41086.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 52 | 0.35 | 31720.5 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.35 | 14322.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 44 | 0.45 | 6562.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 58 | 0.35 | 12600.0 | Educacion
[2026-02-21 00:43:19] | REVISION_MANUAL | 72 | 0.45 | 7423.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 35 | 0.25 | 31269.0 | Negocio
[2026-02-21 00:43:19] | APROBADO | 100 | 0.35 | 48898.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 59 | 0.35 | 27436.5 | Emergencia
[2026-02-21 00:43:19] | APROBADO | 100 | 0.15 | 50000.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 92 | 0.35 | 50000.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.35 | 15519.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 0 | 0.45 | 33064.5 | Consumo
[2026-02-21 00:43:19] | APROBADO | 88 | 0.35 | 44205.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.10 | 26323.5 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.20 | 22480.5 | Consumo
[2026-02-21 00:43:19] | APROBADO | 97 | 0.35 | 9093.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 59 | 0.35 | 16212.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 24 | 0.40 | 19141.5 | Consumo
[2026-02-21 00:43:19] | APROBADO | 85 | 0.25 | 50000.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.30 | 29053.5 | Negocio
[2026-02-21 00:43:19] | RECHAZADO | 23 | 0.35 | 13555.5 | Consumo
[2026-02-21 00:43:19] | APROBADO | 99 | 0.35 | 26481.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 86 | 0.35 | 9607.5 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.35 | 16747.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 31 | 0.35 | 48352.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 36 | 0.35 | 12442.5 | Negocio
[2026-02-21 00:43:19] | APROBADO | 100 | 0.10 | 36193.5 | Educacion
[2026-02-21 00:43:19] | APROBADO | 100 | 0.35 | 13209.0 | Negocio
[2026-02-21 00:43:19] | RECHAZADO | 41 | 0.35 | 7528.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 53 | 0.30 | 12642.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.35 | 20212.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 49 | 0.35 | 4546.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 48 | 0.05 | 6993.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.35 | 23635.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 60 | 0.45 | 22575.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 35 | 0.20 | 43585.5 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.25 | 21315.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 40 | 0.25 | 50000.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 23 | 0.35 | 28182.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 55 | 0.35 | 22564.5 | Consumo
[2026-02-21 00:43:19] | APROBADO | 90 | 0.20 | 40026.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 0 | 0.20 | 12117.0 | Consumo
[2026-02-21 00:43:19] | REVISION_MANUAL | 73 | 0.35 | 17398.5 | Consumo
[2026-02-21 00:43:19] | REVISION_MANUAL | 76 | 0.35 | 16831.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 46 | 0.35 | 50000.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 20 | 0.45 | 28854.0 | Educacion
[2026-02-21 00:43:19] | RECHAZADO | 44 | 0.35 | 12925.5 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.35 | 8421.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 56 | 0.25 | 50000.0 | Negocio
[2026-02-21 00:43:19] | RECHAZADO | 54 | 0.40 | 16096.5 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.35 | 50000.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.25 | 10489.5 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.25 | 27951.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 37 | 0.10 | 14721.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 49 | 0.25 | 50000.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.35 | 32130.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 59 | 0.35 | 50000.0 | Emergencia
[2026-02-21 00:43:19] | APROBADO | 100 | 0.35 | 28318.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 28 | 0.35 | 25242.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 90 | 0.25 | 13251.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 87 | 0.35 | 48415.5 | Consumo
[2026-02-21 00:43:19] | REVISION_MANUAL | 74 | 0.20 | 19960.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 39 | 0.05 | 35364.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 99 | 0.35 | 16527.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.35 | 15172.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 40 | 0.25 | 15960.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 2 | 0.20 | 40719.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 57 | 0.35 | 50000.0 | Consumo
[2026-02-21 00:43:19] | REVISION_MANUAL | 77 | 0.35 | 50000.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 0 | 0.20 | 50000.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 98 | 0.35 | 11466.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 0 | 0.40 | 10752.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.35 | 11298.0 | Negocio
[2026-02-21 00:43:19] | REVISION_MANUAL | 69 | 0.35 | 50000.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 45 | 0.35 | 50000.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 30 | 0.35 | 50000.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 55 | 0.35 | 50000.0 | Negocio
[2026-02-21 00:43:19] | APROBADO | 87 | 0.35 | 50000.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 55 | 0.25 | 49087.5 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.25 | 13513.5 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.35 | 26407.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 49 | 0.05 | 28822.5 | Consumo
[2026-02-21 00:43:19] | APROBADO | 87 | 0.35 | 7056.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 58 | 0.35 | 39942.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 41 | 0.35 | 14112.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 42 | 0.35 | 10899.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 22 | 0.20 | 50000.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.05 | 16201.5 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.30 | 50000.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 44 | 0.20 | 7633.5 | Consumo
[2026-02-21 00:43:19] | APROBADO | 99 | 0.35 | 12988.5 | Consumo
[2026-02-21 00:43:19] | REVISION_MANUAL | 77 | 0.35 | 2898.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 46 | 0.35 | 50000.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 91 | 0.25 | 50000.0 | Consumo
[2026-02-21 00:43:19] | REVISION_MANUAL | 76 | 0.35 | 39364.5 | Consumo
[2026-02-21 00:43:19] | APROBADO | 91 | 0.45 | 7192.5 | Consumo
[2026-02-21 00:43:19] | APROBADO | 87 | 0.25 | 15687.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 51 | 0.45 | 28833.0 | Consumo
[2026-02-21 00:43:19] | REVISION_MANUAL | 68 | 0.35 | 7434.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.25 | 45685.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 32 | 0.35 | 7360.5 | Educacion
[2026-02-21 00:43:19] | RECHAZADO | 59 | 0.35 | 38251.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 0 | 0.35 | 44614.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 29 | 0.35 | 20349.0 | Consumo
[2026-02-21 00:43:19] | REVISION_MANUAL | 81 | 0.35 | 30555.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 64 | 0.05 | 27919.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 22 | 0.35 | 10794.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 59 | 0.35 | 35679.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 47 | 0.25 | 50000.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.05 | 16012.5 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.35 | 46966.5 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.35 | 11214.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 0 | 0.35 | 50000.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 38 | 0.20 | 19572.0 | Educacion
[2026-02-21 00:43:19] | RECHAZADO | 63 | 0.20 | 50000.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 14 | 0.30 | 50000.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 2 | 0.45 | 43155.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 22 | 0.35 | 35532.0 | Consumo
[2026-02-21 00:43:19] | REVISION_MANUAL | 74 | 0.35 | 22060.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 47 | 0.25 | 13387.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 60 | 0.35 | 43774.5 | Consumo
[2026-02-21 00:43:19] | APROBADO | 99 | 0.35 | 15970.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 0 | 0.35 | 50000.0 | Educacion
[2026-02-21 00:43:19] | APROBADO | 92 | 0.35 | 37789.5 | Consumo
[2026-02-21 00:43:19] | REVISION_MANUAL | 74 | 0.10 | 33736.5 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.45 | 46609.5 | Negocio
[2026-02-21 00:43:19] | APROBADO | 87 | 0.35 | 41464.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 23 | 0.35 | 15319.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 0 | 0.35 | 9261.0 | Consumo
[2026-02-21 00:43:19] | REVISION_MANUAL | 72 | 0.10 | 39459.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 57 | 0.20 | 18301.5 | Negocio
[2026-02-21 00:43:19] | RECHAZADO | 48 | 0.05 | 11928.0 | Educacion
[2026-02-21 00:43:19] | REVISION_MANUAL | 67 | 0.35 | 12978.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.35 | 10069.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 2 | 0.25 | 33904.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 16 | 0.35 | 50000.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.10 | 7633.5 | Educacion
[2026-02-21 00:43:19] | RECHAZADO | 52 | 0.40 | 13083.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 59 | 0.25 | 24475.5 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 23 | 0.35 | 46861.5 | Consumo
[2026-02-21 00:43:19] | APROBADO | 97 | 0.35 | 8148.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 62 | 0.35 | 25263.0 | Consumo
[2026-02-21 00:43:19] | APROBADO | 80 | 0.25 | 13009.5 | Educacion
[2026-02-21 00:43:19] | APROBADO | 100 | 0.25 | 35689.5 | Consumo
[2026-02-21 00:43:19] | REVISION_MANUAL | 66 | 0.40 | 23593.5 | Consumo
[2026-02-21 00:43:19] | APROBADO | 95 | 0.35 | 18543.0 | Consumo
[2026-02-21 00:43:19] | RECHAZADO | 31 | 0.35 | 25966.5 | Consumo
[2026-02-21 00:43:19] | APROBADO | 100 | 0.35 | 16191.0 | Negocio
