edad,ingreso_mensual,total_deuda_actual,historial_crediticio,antiguedad_laboral,numero_dependientes,tipo_vivienda,proposito_credito,monto_credito,etiqueta_real,etiqueta_binaria,score_mihac,dictamen,y_pred,y_real,dti_mihac,dti_clasificacion,n_reglas_activadas,umbral_aplicado
46,24944.79,6236.2,0,2,1,Propia,Consumo,50000.0,1,1,37,RECHAZADO,0,1,0.25,MODERADO,2,85
45,25717.71,6429.43,2,0,1,Propia,Consumo,37033.5,1,1,84,REVISION_MANUAL,0,1,0.25,MODERADO,4,85
42,31828.12,11139.84,0,5,1,Propia,Consumo,15277.5,1,1,59,RECHAZADO,0,1,0.35,MODERADO,3,80
46,5166.0,1808.1,1,0,1,Rentada,Consumo,19372.5,1,1,22,RECHAZADO,0,1,0.35,MODERADO,2,80
30,45707.81,4570.78,1,0,1,Propia,Consumo,50000.0,1,1,62,RECHAZADO,0,1,0.1,BAJO,3,85
38,10006.5,2501.62,2,0,1,Propia,Consumo,30019.5,1,1,74,REVISION_MANUAL,0,1,0.25,MODERADO,4,85
40,11634.26,4071.99,0,0,1,Propia,Negocio,37695.0,1,1,12,RECHAZADO,0,1,0.35,MODERADO,4,85
29,6625.5,2318.92,1,2,1,Propia,Consumo,19876.5,1,1,69,REVISION_MANUAL,0,1,0.35,MODERADO,2,80
57,3000.0,150.0,0,8,1,Rentada,Consumo,12925.5,1,1,32,RECHAZADO,0,1,0.05,BAJO,2,80
49,5118.4,1535.52,0,8,1,Propia,Consumo,38388.0,1,1,42,RECHAZADO,0,1,0.3,MODERADO,3,85
37,11219.44,3926.8,0,8,1,Propia,Consumo,12117.0,1,1,46,RECHAZADO,0,1,0.35,MODERADO,3,80
30,25375.0,8881.25,0,8,1,Rentada,Consumo,18270.0,1,1,44,RECHAZADO,0,1,0.35,MODERADO,2,80
47,29412.5,10294.38,0,2,1,Propia,Consumo,24706.5,1,1,40,RECHAZADO,0,1,0.35,MODERADO,2,85
22,4413.89,1544.86,2,0,1,Propia,Emergencia,4767.0,1,1,70,REVISION_MANUAL,0,1,0.35,MODERADO,4,80
54,9990.4,4495.68,2,8,1,Rentada,Consumo,37464.0,1,1,79,REVISION_MANUAL,0,1,0.45,ALTO,4,85
40,93998.86,32899.6,0,2,1,Propia,Consumo,41359.5,1,1,40,RECHAZADO,0,1,0.35,MODERADO,2,85
33,3963.4,1387.19,0,2,1,Propia,Consumo,29725.5,1,1,23,RECHAZADO,0,1,0.35,MODERADO,2,85
42,5663.0,1415.75,0,8,1,Propia,Negocio,25483.5,1,1,55,RECHAZADO,0,1,0.25,MODERADO,4,85
30,7393.75,2587.81,0,5,1,Propia,Consumo,21294.0,1,1,44,RECHAZADO,0,1,0.35,MODERADO,3,85
25,4012.4,1404.34,0,2,1,Rentada,Consumo,15046.5,1,1,5,RECHAZADO,0,1,0.35,MODERADO,1,80
64,9483.65,1896.73,2,0,1,Propia,Consumo,14794.5,1,1,76,REVISION_MANUAL,0,1,0.2,BAJO,4,80
29,11513.25,4029.64,1,0,1,Familiar,Consumo,50000.0,1,1,20,RECHAZADO,0,1,0.35,MODERADO,1,85
48,3050.25,1067.59,0,8,1,Propia,Consumo,18301.5,1,1,41,RECHAZADO,0,1,0.35,MODERADO,3,80
37,25994.79,6498.7,0,0,1,Propia,Educacion,37432.5,1,1,19,RECHAZADO,0,1,0.25,MODERADO,4,85
23,9411.11,2352.78,1,5,1,Rentada,Consumo,20328.0,1,1,76,REVISION_MANUAL,0,1,0.25,MODERADO,2,85
30,4618.83,1616.59,1,0,1,Propia,Consumo,41569.5,1,1,30,RECHAZADO,0,1,0.35,MODERADO,2,85
40,5399.8,1889.93,1,2,1,Propia,Consumo,40498.5,1,1,59,RECHAZADO,0,1,0.35,MODERADO,1,85
27,5931.85,1186.37,0,0,1,Propia,Consumo,48048.0,1,1,1,RECHAZADO,0,1,0.2,BAJO,3,85
